"","filesName","TCGA_Barcode"
"0c37e843-b21b-4d00-b91d-c9d7865200c2.htseq.counts.gz","0c37e843-b21b-4d00-b91d-c9d7865200c2.htseq.counts.gz","TCGA-05-4424-01A-22R-1858-07"
"394ef2d0-7bc0-444a-86d3-8f32385c2494.htseq.counts.gz","394ef2d0-7bc0-444a-86d3-8f32385c2494.htseq.counts.gz","TCGA-44-6146-01A-11R-A278-07"
"2a77f7b7-c933-405b-97db-62906fe759ff.htseq.counts.gz","2a77f7b7-c933-405b-97db-62906fe759ff.htseq.counts.gz","TCGA-55-8090-01A-11R-2241-07"
"0bf42173-8de0-457d-ad94-81584556c3e6.htseq.counts.gz","0bf42173-8de0-457d-ad94-81584556c3e6.htseq.counts.gz","TCGA-69-8453-01A-12R-2326-07"
"d876380c-cad9-40e7-a627-f2fd2322509c.htseq.counts.gz","d876380c-cad9-40e7-a627-f2fd2322509c.htseq.counts.gz","TCGA-44-6148-01A-11R-1755-07"
"ce84840f-f5c3-4e67-baf6-c574cf585169.htseq.counts.gz","ce84840f-f5c3-4e67-baf6-c574cf585169.htseq.counts.gz","TCGA-78-7152-01A-11R-2039-07"
"545df815-3b73-42f4-9540-457f01e43f07.htseq.counts.gz","545df815-3b73-42f4-9540-457f01e43f07.htseq.counts.gz","TCGA-64-5779-01A-01R-1628-07"
"6ad59e49-f417-4144-9c13-51b24f66422a.htseq.counts.gz","6ad59e49-f417-4144-9c13-51b24f66422a.htseq.counts.gz","TCGA-55-6982-01A-11R-1949-07"
"042b37c5-7ba2-4731-8b16-5510cce257b4.htseq.counts.gz","042b37c5-7ba2-4731-8b16-5510cce257b4.htseq.counts.gz","TCGA-35-4123-01A-01R-1107-07"
"96dcdf87-8eff-4edb-b99b-0854e5d66832.htseq.counts.gz","96dcdf87-8eff-4edb-b99b-0854e5d66832.htseq.counts.gz","TCGA-44-6148-11A-01R-1858-07"
"52cf2038-62b5-4c57-b5b5-3f06c48a5f26.htseq.counts.gz","52cf2038-62b5-4c57-b5b5-3f06c48a5f26.htseq.counts.gz","TCGA-55-6983-11A-01R-1949-07"
"d5fd50e4-2068-4cfc-9b04-3976f9fd7940.htseq.counts.gz","d5fd50e4-2068-4cfc-9b04-3976f9fd7940.htseq.counts.gz","TCGA-78-7539-01A-11R-2066-07"
"f442826c-7516-45f7-bbfc-968cd4ce51b3.htseq.counts.gz","f442826c-7516-45f7-bbfc-968cd4ce51b3.htseq.counts.gz","TCGA-MP-A4T4-01A-11R-A262-07"
"bfd76989-9812-4065-9e07-22a1bc498018.htseq.counts.gz","bfd76989-9812-4065-9e07-22a1bc498018.htseq.counts.gz","TCGA-05-5429-01A-01R-1628-07"
"7ff71ff2-38d3-46b3-b2a3-105377beb504.htseq.counts.gz","7ff71ff2-38d3-46b3-b2a3-105377beb504.htseq.counts.gz","TCGA-69-7764-01A-11R-2170-07"
"3b8a5a07-1e30-42f3-92ad-6bd4226f6c9f.htseq.counts.gz","3b8a5a07-1e30-42f3-92ad-6bd4226f6c9f.htseq.counts.gz","TCGA-44-3398-11B-01R-1758-07"
"6449f2b6-1af9-4612-abde-ac0f5bb1ff7e.htseq.counts.gz","6449f2b6-1af9-4612-abde-ac0f5bb1ff7e.htseq.counts.gz","TCGA-78-7220-01A-11R-2039-07"
"bdc9dadb-a543-4965-b85f-8b20b14d4efe.htseq.counts.gz","bdc9dadb-a543-4965-b85f-8b20b14d4efe.htseq.counts.gz","TCGA-J2-A4AE-01A-21R-A24H-07"
"5f8af729-8993-4b3c-badb-aa1e3ce4e81c.htseq.counts.gz","5f8af729-8993-4b3c-badb-aa1e3ce4e81c.htseq.counts.gz","TCGA-49-6743-01A-11R-1858-07"
"fbc1a18a-399b-4ecd-a6d0-1770773f9c14.htseq.counts.gz","fbc1a18a-399b-4ecd-a6d0-1770773f9c14.htseq.counts.gz","TCGA-55-8089-01A-11R-2241-07"
"8f2c0849-7cd4-4da2-9feb-e3a942b892c4.htseq.counts.gz","8f2c0849-7cd4-4da2-9feb-e3a942b892c4.htseq.counts.gz","TCGA-35-5375-01A-01R-1628-07"
"2291ce95-0573-4402-8c25-ec5a824212d9.htseq.counts.gz","2291ce95-0573-4402-8c25-ec5a824212d9.htseq.counts.gz","TCGA-50-5932-11A-01R-1755-07"
"631fc20d-00c1-4b13-8520-f25f0388e985.htseq.counts.gz","631fc20d-00c1-4b13-8520-f25f0388e985.htseq.counts.gz","TCGA-55-7910-01A-11R-2170-07"
"eca61d8e-d9c6-439a-af61-1ae0abe6d1ec.htseq.counts.gz","eca61d8e-d9c6-439a-af61-1ae0abe6d1ec.htseq.counts.gz","TCGA-MP-A4TH-01A-31R-A262-07"
"10d037c2-a3bf-46cf-9e27-0584733f6794.htseq.counts.gz","10d037c2-a3bf-46cf-9e27-0584733f6794.htseq.counts.gz","TCGA-55-8513-01A-11R-2403-07"
"58dc0435-3e56-48c0-b76f-3fe1da6cf1dd.htseq.counts.gz","58dc0435-3e56-48c0-b76f-3fe1da6cf1dd.htseq.counts.gz","TCGA-MP-A4T7-01A-11R-A24X-07"
"deaa1a2f-b727-40b3-a9e8-6a8436921871.htseq.counts.gz","deaa1a2f-b727-40b3-a9e8-6a8436921871.htseq.counts.gz","TCGA-62-8397-01A-11R-2326-07"
"f229fcea-9313-4f4b-a8a9-c549c1486887.htseq.counts.gz","f229fcea-9313-4f4b-a8a9-c549c1486887.htseq.counts.gz","TCGA-J2-A4AD-01A-11R-A24H-07"
"cdb40040-4357-4d85-ae62-91c38d4806d1.htseq.counts.gz","cdb40040-4357-4d85-ae62-91c38d4806d1.htseq.counts.gz","TCGA-MP-A5C7-01A-11R-A262-07"
"d5f29606-e2c0-42a9-af59-fb178fcf7201.htseq.counts.gz","d5f29606-e2c0-42a9-af59-fb178fcf7201.htseq.counts.gz","TCGA-91-6828-01A-11R-1858-07"
"31dc5fe1-f1d2-4a41-b939-fb08745c8d8a.htseq.counts.gz","31dc5fe1-f1d2-4a41-b939-fb08745c8d8a.htseq.counts.gz","TCGA-53-A4EZ-01A-12R-A24X-07"
"c71da743-de94-46d0-9ec0-fed1574845b9.htseq.counts.gz","c71da743-de94-46d0-9ec0-fed1574845b9.htseq.counts.gz","TCGA-78-7149-01A-11R-2039-07"
"c61fb9d1-d808-4328-8a9c-7ccb4beb139f.htseq.counts.gz","c61fb9d1-d808-4328-8a9c-7ccb4beb139f.htseq.counts.gz","TCGA-93-A4JN-01A-11R-A24X-07"
"9c75e183-7328-4a63-993e-f28a505017d2.htseq.counts.gz","9c75e183-7328-4a63-993e-f28a505017d2.htseq.counts.gz","TCGA-86-8278-01A-11R-2287-07"
"dbebc784-425a-4946-b5e1-cb43c349c398.htseq.counts.gz","dbebc784-425a-4946-b5e1-cb43c349c398.htseq.counts.gz","TCGA-95-7567-01A-11R-2066-07"
"25b2851d-cbfd-4b98-afc0-038e75ae83a3.htseq.counts.gz","25b2851d-cbfd-4b98-afc0-038e75ae83a3.htseq.counts.gz","TCGA-78-7540-01A-11R-2066-07"
"4fb80022-8f80-4992-b1aa-0f678c941878.htseq.counts.gz","4fb80022-8f80-4992-b1aa-0f678c941878.htseq.counts.gz","TCGA-78-7143-01A-11R-2039-07"
"c57c5f57-5426-4662-832d-6f342ebeff04.htseq.counts.gz","c57c5f57-5426-4662-832d-6f342ebeff04.htseq.counts.gz","TCGA-73-4677-01A-01R-1206-07"
"e4d01f10-116a-4936-a24b-dda4e6c53397.htseq.counts.gz","e4d01f10-116a-4936-a24b-dda4e6c53397.htseq.counts.gz","TCGA-05-4410-01A-21R-1858-07"
"85ac083c-dbb9-4541-8b75-d73ab216f54c.htseq.counts.gz","85ac083c-dbb9-4541-8b75-d73ab216f54c.htseq.counts.gz","TCGA-80-5607-01A-31R-1949-07"
"c07dbc2a-b197-4b5a-a1a7-8acbaea7441e.htseq.counts.gz","c07dbc2a-b197-4b5a-a1a7-8acbaea7441e.htseq.counts.gz","TCGA-05-4427-01A-21R-1858-07"
"e24a7d5b-0da7-4f1b-aca1-9dc89e6b281c.htseq.counts.gz","e24a7d5b-0da7-4f1b-aca1-9dc89e6b281c.htseq.counts.gz","TCGA-44-A47B-01A-11R-A24H-07"
"be066ad3-e17c-4adc-9f4b-4d5c33d4dfad.htseq.counts.gz","be066ad3-e17c-4adc-9f4b-4d5c33d4dfad.htseq.counts.gz","TCGA-93-7347-01A-11R-2187-07"
"79caf319-b6a9-4e02-aede-444242d215d4.htseq.counts.gz","79caf319-b6a9-4e02-aede-444242d215d4.htseq.counts.gz","TCGA-86-7713-01A-11R-2066-07"
"f8332a4b-0365-4732-a6b8-a3998872e24c.htseq.counts.gz","f8332a4b-0365-4732-a6b8-a3998872e24c.htseq.counts.gz","TCGA-05-4384-01A-01R-1755-07"
"0bf53fc6-b8fb-4e6d-9297-4129c708f3da.htseq.counts.gz","0bf53fc6-b8fb-4e6d-9297-4129c708f3da.htseq.counts.gz","TCGA-50-5935-01A-11R-1755-07"
"bf8dd7a7-37b1-4a81-9554-d63fdf2fe4f1.htseq.counts.gz","bf8dd7a7-37b1-4a81-9554-d63fdf2fe4f1.htseq.counts.gz","TCGA-49-AAR3-01A-11R-A41B-07"
"8cd200d8-da0a-4176-8665-d527343c7264.htseq.counts.gz","8cd200d8-da0a-4176-8665-d527343c7264.htseq.counts.gz","TCGA-86-7714-01A-12R-2170-07"
"7f39b57f-556b-46b2-a67a-af86345f900a.htseq.counts.gz","7f39b57f-556b-46b2-a67a-af86345f900a.htseq.counts.gz","TCGA-44-2661-01A-01R-1107-07"
"fc435124-0749-4c74-ba94-d59a30953ed2.htseq.counts.gz","fc435124-0749-4c74-ba94-d59a30953ed2.htseq.counts.gz","TCGA-49-4501-01A-01R-1206-07"
"7c1d57e4-ea8b-4634-8b1d-65ef201dda59.htseq.counts.gz","7c1d57e4-ea8b-4634-8b1d-65ef201dda59.htseq.counts.gz","TCGA-55-6981-01A-11R-1949-07"
"12d2b9fa-1921-4033-bdb9-7e114c0d7812.htseq.counts.gz","12d2b9fa-1921-4033-bdb9-7e114c0d7812.htseq.counts.gz","TCGA-99-8025-01A-11R-2241-07"
"0f1cc324-508e-4543-8843-94de0071f9f7.htseq.counts.gz","0f1cc324-508e-4543-8843-94de0071f9f7.htseq.counts.gz","TCGA-55-8620-01A-11R-2403-07"
"1c3039f0-0cd5-4b16-bdbe-128bfbd63b86.htseq.counts.gz","1c3039f0-0cd5-4b16-bdbe-128bfbd63b86.htseq.counts.gz","TCGA-55-8621-01A-11R-2403-07"
"2891f45a-b4b0-438b-92a6-494fefea1efe.htseq.counts.gz","2891f45a-b4b0-438b-92a6-494fefea1efe.htseq.counts.gz","TCGA-55-1594-01A-01R-0946-07"
"3fbc019c-2a61-48f6-9c6d-00823297ae53.htseq.counts.gz","3fbc019c-2a61-48f6-9c6d-00823297ae53.htseq.counts.gz","TCGA-91-6829-11A-01R-1858-07"
"7c5f96bd-441c-4467-8700-dc5224e682bb.htseq.counts.gz","7c5f96bd-441c-4467-8700-dc5224e682bb.htseq.counts.gz","TCGA-67-3774-01A-01R-0946-07"
"906d81f3-13b4-427c-acd3-64b5804b6306.htseq.counts.gz","906d81f3-13b4-427c-acd3-64b5804b6306.htseq.counts.gz","TCGA-91-8496-01A-11R-2403-07"
"d370b7a3-a534-4190-a6d0-79276273093c.htseq.counts.gz","d370b7a3-a534-4190-a6d0-79276273093c.htseq.counts.gz","TCGA-L4-A4E5-01A-11R-A24X-07"
"00ea21cb-349a-40c2-ad34-c36e18dcd02f.htseq.counts.gz","00ea21cb-349a-40c2-ad34-c36e18dcd02f.htseq.counts.gz","TCGA-J2-8192-01A-11R-2241-07"
"c9061d39-7f8c-45e8-bc7c-912d26ee70ad.htseq.counts.gz","c9061d39-7f8c-45e8-bc7c-912d26ee70ad.htseq.counts.gz","TCGA-55-8207-01A-11R-2241-07"
"80af6fa2-c963-4ab7-9965-8b1678f49376.htseq.counts.gz","80af6fa2-c963-4ab7-9965-8b1678f49376.htseq.counts.gz","TCGA-05-5428-01A-01R-1628-07"
"6577bf84-a065-4519-8c7f-8f999a78ed88.htseq.counts.gz","6577bf84-a065-4519-8c7f-8f999a78ed88.htseq.counts.gz","TCGA-62-A46R-01A-11R-A24H-07"
"f93932b6-c8c3-45d8-9911-c4d387d9bad0.htseq.counts.gz","f93932b6-c8c3-45d8-9911-c4d387d9bad0.htseq.counts.gz","TCGA-55-A57B-01A-12R-A39D-07"
"37616fc4-9761-47f8-a819-9a9ed6564b21.htseq.counts.gz","37616fc4-9761-47f8-a819-9a9ed6564b21.htseq.counts.gz","TCGA-55-7994-01A-11R-2187-07"
"ea09d211-edbc-46c8-91e2-e6ae8fd6467d.htseq.counts.gz","ea09d211-edbc-46c8-91e2-e6ae8fd6467d.htseq.counts.gz","TCGA-05-4244-01A-01R-1107-07"
"a5e71850-834c-4c39-b4f9-92c952b2cce6.htseq.counts.gz","a5e71850-834c-4c39-b4f9-92c952b2cce6.htseq.counts.gz","TCGA-78-8648-01A-11R-2403-07"
"5c9a781e-50c1-44ec-9c8a-7d8fca99e3c3.htseq.counts.gz","5c9a781e-50c1-44ec-9c8a-7d8fca99e3c3.htseq.counts.gz","TCGA-44-A4SS-01A-11R-A24X-07"
"aead190d-5225-42df-b11e-696de98d8011.htseq.counts.gz","aead190d-5225-42df-b11e-696de98d8011.htseq.counts.gz","TCGA-MP-A4SV-01A-11R-A24X-07"
"53480dc0-569d-474d-92ae-25e0526c0864.htseq.counts.gz","53480dc0-569d-474d-92ae-25e0526c0864.htseq.counts.gz","TCGA-55-7913-01B-11R-2241-07"
"50a313a9-99f6-4ca0-84b3-0f4b59ae0a1a.htseq.counts.gz","50a313a9-99f6-4ca0-84b3-0f4b59ae0a1a.htseq.counts.gz","TCGA-86-A4P7-01A-11R-A24X-07"
"a9452e8a-decb-49e4-b4f6-3db74539643b.htseq.counts.gz","a9452e8a-decb-49e4-b4f6-3db74539643b.htseq.counts.gz","TCGA-99-8033-01A-11R-2241-07"
"b580063a-0bcc-4816-b8ec-310890b995a5.htseq.counts.gz","b580063a-0bcc-4816-b8ec-310890b995a5.htseq.counts.gz","TCGA-55-6984-11A-01R-1949-07"
"072e3af5-5598-4189-ab06-c5455442f322.htseq.counts.gz","072e3af5-5598-4189-ab06-c5455442f322.htseq.counts.gz","TCGA-75-5126-01A-01R-1755-07"
"83053f28-d761-4d5a-acd6-855cb22e46e2.htseq.counts.gz","83053f28-d761-4d5a-acd6-855cb22e46e2.htseq.counts.gz","TCGA-67-6215-01A-11R-1755-07"
"3926dba3-b7b5-45c8-aa60-b8fe6dd8f114.htseq.counts.gz","3926dba3-b7b5-45c8-aa60-b8fe6dd8f114.htseq.counts.gz","TCGA-86-8056-01A-11R-2241-07"
"4ed68c20-e7f2-4b40-97f1-4f8a3ddae0a9.htseq.counts.gz","4ed68c20-e7f2-4b40-97f1-4f8a3ddae0a9.htseq.counts.gz","TCGA-05-4250-01A-01R-1107-07"
"fadfa0b7-8543-4ca3-8c26-9114e71caaeb.htseq.counts.gz","fadfa0b7-8543-4ca3-8c26-9114e71caaeb.htseq.counts.gz","TCGA-64-1678-01A-01R-0946-07"
"20c6123b-33b6-46a7-8625-482e4594c032.htseq.counts.gz","20c6123b-33b6-46a7-8625-482e4594c032.htseq.counts.gz","TCGA-05-4418-01A-01R-1206-07"
"0933e6f7-e2ac-4dc0-b34e-4a45109a28b7.htseq.counts.gz","0933e6f7-e2ac-4dc0-b34e-4a45109a28b7.htseq.counts.gz","TCGA-44-6777-11A-01R-1858-07"
"cfbb373c-8b64-4132-8957-234b36540deb.htseq.counts.gz","cfbb373c-8b64-4132-8957-234b36540deb.htseq.counts.gz","TCGA-55-8507-01A-11R-2403-07"
"e77ea9a5-0b4f-466a-86b3-378d756dea57.htseq.counts.gz","e77ea9a5-0b4f-466a-86b3-378d756dea57.htseq.counts.gz","TCGA-50-5933-01A-11R-1755-07"
"509159f2-6ed9-42fa-9e19-382813781aa0.htseq.counts.gz","509159f2-6ed9-42fa-9e19-382813781aa0.htseq.counts.gz","TCGA-86-7954-01A-11R-2187-07"
"3bd094e7-eaf8-4cef-9f87-557bc5753b26.htseq.counts.gz","3bd094e7-eaf8-4cef-9f87-557bc5753b26.htseq.counts.gz","TCGA-95-8494-01A-11R-2326-07"
"5be2bd1d-24ac-47c5-9e20-33dea602ed65.htseq.counts.gz","5be2bd1d-24ac-47c5-9e20-33dea602ed65.htseq.counts.gz","TCGA-55-7726-01A-11R-2170-07"
"30ed6c4d-7d1a-4c22-b5a1-00cd37e35e6d.htseq.counts.gz","30ed6c4d-7d1a-4c22-b5a1-00cd37e35e6d.htseq.counts.gz","TCGA-97-A4M5-01A-11R-A24X-07"
"44615ba8-36ce-4d2e-9d9d-b2f01179b6c8.htseq.counts.gz","44615ba8-36ce-4d2e-9d9d-b2f01179b6c8.htseq.counts.gz","TCGA-62-A472-01A-11R-A24H-07"
"2cc11440-ca73-417f-9130-82930f3a1152.htseq.counts.gz","2cc11440-ca73-417f-9130-82930f3a1152.htseq.counts.gz","TCGA-55-8299-01A-11R-2287-07"
"f9ea29ab-6953-4646-b367-cff2483b9f46.htseq.counts.gz","f9ea29ab-6953-4646-b367-cff2483b9f46.htseq.counts.gz","TCGA-91-7771-01A-11R-2170-07"
"dc76cdde-f77f-4604-94c4-0b150b9a56b4.htseq.counts.gz","dc76cdde-f77f-4604-94c4-0b150b9a56b4.htseq.counts.gz","TCGA-05-4405-01A-21R-1858-07"
"6476b6b8-7e7e-44ac-9869-c93b654458a5.htseq.counts.gz","6476b6b8-7e7e-44ac-9869-c93b654458a5.htseq.counts.gz","TCGA-91-6840-01A-11R-1949-07"
"1ac403f9-b84f-4f49-a02a-ce548beac104.htseq.counts.gz","1ac403f9-b84f-4f49-a02a-ce548beac104.htseq.counts.gz","TCGA-55-8205-01A-11R-2241-07"
"430d6c41-8efd-4e14-9876-5901e770f74d.htseq.counts.gz","430d6c41-8efd-4e14-9876-5901e770f74d.htseq.counts.gz","TCGA-69-7761-01A-11R-2170-07"
"fefd7990-acb5-4d6b-9bfa-b1a474e368d7.htseq.counts.gz","fefd7990-acb5-4d6b-9bfa-b1a474e368d7.htseq.counts.gz","TCGA-05-4420-01A-01R-1206-07"
"d011c9fc-3598-4f0b-b059-85d63de31a9f.htseq.counts.gz","d011c9fc-3598-4f0b-b059-85d63de31a9f.htseq.counts.gz","TCGA-05-4417-01A-22R-1858-07"
"b2bd3b9d-2380-47bb-a13d-a4e7a00d6740.htseq.counts.gz","b2bd3b9d-2380-47bb-a13d-a4e7a00d6740.htseq.counts.gz","TCGA-49-4507-01A-01R-1206-07"
"8a2863d8-26a3-443e-a36f-5c149de57136.htseq.counts.gz","8a2863d8-26a3-443e-a36f-5c149de57136.htseq.counts.gz","TCGA-75-6207-01A-11R-1755-07"
"a5869c6f-c024-4eaa-9379-eabe99b45e70.htseq.counts.gz","a5869c6f-c024-4eaa-9379-eabe99b45e70.htseq.counts.gz","TCGA-97-8177-01A-11R-2287-07"
"5f02561f-c7c7-4cea-997e-cfdf2ae02128.htseq.counts.gz","5f02561f-c7c7-4cea-997e-cfdf2ae02128.htseq.counts.gz","TCGA-78-7161-01A-11R-2039-07"
"9e64cef1-ee63-44eb-b58f-c19b98c99c9e.htseq.counts.gz","9e64cef1-ee63-44eb-b58f-c19b98c99c9e.htseq.counts.gz","TCGA-86-8073-01A-11R-2241-07"
"df398753-08fc-4a1d-90b1-a44760be2560.htseq.counts.gz","df398753-08fc-4a1d-90b1-a44760be2560.htseq.counts.gz","TCGA-MP-A4TE-01A-22R-A466-07"
"e9205c80-39e9-446d-8151-f493e43228c4.htseq.counts.gz","e9205c80-39e9-446d-8151-f493e43228c4.htseq.counts.gz","TCGA-97-A4M3-01A-11R-A24X-07"
"59e22196-c04d-46c9-b16f-98858dca67d1.htseq.counts.gz","59e22196-c04d-46c9-b16f-98858dca67d1.htseq.counts.gz","TCGA-86-A4D0-01A-11R-A24H-07"
"82cd39d8-7a0d-4ebf-adad-57b3a4e68262.htseq.counts.gz","82cd39d8-7a0d-4ebf-adad-57b3a4e68262.htseq.counts.gz","TCGA-49-4490-01A-21R-1858-07"
"b13f356a-71cb-41d0-a53d-51553db8987f.htseq.counts.gz","b13f356a-71cb-41d0-a53d-51553db8987f.htseq.counts.gz","TCGA-44-6775-01C-02R-A277-07"
"898379ca-0a5c-4436-95d1-bb50239864ea.htseq.counts.gz","898379ca-0a5c-4436-95d1-bb50239864ea.htseq.counts.gz","TCGA-78-7537-01A-11R-2066-07"
"fc867c2d-8e5d-4e2a-80b2-48be873efc56.htseq.counts.gz","fc867c2d-8e5d-4e2a-80b2-48be873efc56.htseq.counts.gz","TCGA-44-7670-01A-11R-2066-07"
"36c6972a-3041-478c-a68d-702af9cc4954.htseq.counts.gz","36c6972a-3041-478c-a68d-702af9cc4954.htseq.counts.gz","TCGA-44-6146-11A-01R-1858-07"
"ba17045d-3dee-4863-9cec-54e2da669662.htseq.counts.gz","ba17045d-3dee-4863-9cec-54e2da669662.htseq.counts.gz","TCGA-53-7624-01A-11R-2066-07"
"2ba1fb7e-8853-46ab-8536-770345dc6e9c.htseq.counts.gz","2ba1fb7e-8853-46ab-8536-770345dc6e9c.htseq.counts.gz","TCGA-97-8171-01A-11R-2287-07"
"b992fcfa-0303-41a6-86dc-10414c33c38c.htseq.counts.gz","b992fcfa-0303-41a6-86dc-10414c33c38c.htseq.counts.gz","TCGA-78-8640-01A-11R-2403-07"
"e9e3fc43-78f3-43ab-9ed6-c9363ceebdcc.htseq.counts.gz","e9e3fc43-78f3-43ab-9ed6-c9363ceebdcc.htseq.counts.gz","TCGA-50-6592-01A-11R-1755-07"
"ca7c56ab-9248-4c27-8992-8f73746d8d9b.htseq.counts.gz","ca7c56ab-9248-4c27-8992-8f73746d8d9b.htseq.counts.gz","TCGA-93-A4JQ-01A-11R-A24X-07"
"c258e44b-44c5-43d7-835e-912049ae12c4.htseq.counts.gz","c258e44b-44c5-43d7-835e-912049ae12c4.htseq.counts.gz","TCGA-55-7573-01A-11R-2039-07"
"7160e771-bab5-4ca6-a2da-65fdc4b8358d.htseq.counts.gz","7160e771-bab5-4ca6-a2da-65fdc4b8358d.htseq.counts.gz","TCGA-38-A44F-01A-11R-A24H-07"
"69f590a7-8b7d-46e4-9a90-a1a3d59771f9.htseq.counts.gz","69f590a7-8b7d-46e4-9a90-a1a3d59771f9.htseq.counts.gz","TCGA-44-3396-11A-01R-1758-07"
"7dd3791f-7a65-4eea-9be2-3a0ca83ba46d.htseq.counts.gz","7dd3791f-7a65-4eea-9be2-3a0ca83ba46d.htseq.counts.gz","TCGA-55-A4DF-01A-11R-A24H-07"
"51221b71-eaee-41f0-849f-98ef800ad010.htseq.counts.gz","51221b71-eaee-41f0-849f-98ef800ad010.htseq.counts.gz","TCGA-75-7025-01A-12R-1949-07"
"cc296619-683f-4339-ab1f-51d567fc678a.htseq.counts.gz","cc296619-683f-4339-ab1f-51d567fc678a.htseq.counts.gz","TCGA-55-6986-01A-11R-1949-07"
